Model,DPO2014,CH4
Firmware Version,1.39,
,,
Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1.00E-05,
Sample Interval,1.00E-09,
Filter Frequency,1.00E+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1000,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,500,2
Label,,
TIME,CH3,CH4
-1.72E-06,1020,-0.0399999
-1.72E-06,1020,-0.0399999
-1.72E-06,1020,-0.0399999
-1.72E-06,1000,0.0400001
-1.72E-06,1020,0.0400001
-1.72E-06,1000,0.0400001
-1.72E-06,1000,0.0400001
-1.72E-06,1000,0.0400001
-1.72E-06,1000,-0.0399999
-1.72E-06,1000,-0.0399999
-1.71E-06,1020,0.0400001
-1.71E-06,1020,0.0400001
-1.71E-06,1040,0.0400001
-1.71E-06,1020,0.12
-1.71E-06,1020,0.0400001
-1.71E-06,1020,0.0400001
-1.71E-06,1020,0.0400001
-1.71E-06,1020,0.0400001
-1.71E-06,1020,-0.0399999
-1.71E-06,1020,-0.0399999
-1.70E-06,1020,-0.0399999
-1.70E-06,1020,0.0400001
-1.70E-06,1020,0.0400001
-1.70E-06,1020,0.0400001
-1.70E-06,1020,0.0400001
-1.70E-06,1020,0.0400001
-1.70E-06,1040,0.0400001
-1.70E-06,1020,0.0400001
-1.70E-06,1040,0.0400001
-1.70E-06,1020,0.0400001
-1.69E-06,1020,0.0400001
-1.69E-06,1000,0.0400001
-1.69E-06,1020,0.0400001
-1.69E-06,1000,0.0400001
-1.69E-06,1020,0.0400001
-1.69E-06,1020,-0.0399999
-1.69E-06,1020,0.0400001
-1.69E-06,1020,0.0400001
-1.69E-06,1020,0.0400001
-1.69E-06,1020,0.0400001
-1.68E-06,1020,0.0400001
-1.68E-06,1020,0.0400001
-1.68E-06,1040,0.0400001
-1.68E-06,1040,0.0400001
-1.68E-06,1020,0.0400001
-1.68E-06,1020,0.0400001
-1.68E-06,1040,-0.0399999
-1.68E-06,1020,0.0400001
-1.68E-06,1040,-0.0399999
-1.68E-06,1020,0.0400001
-1.67E-06,1020,-0.0399999
-1.67E-06,1020,0.0400001
-1.67E-06,1020,-0.0399999
-1.67E-06,1020,0.0400001
-1.67E-06,1020,-0.0399999
-1.67E-06,1020,-0.0399999
-1.67E-06,1020,-0.0399999
-1.67E-06,1020,-0.0399999
-1.67E-06,1020,0.0400001
-1.67E-06,1000,0.0400001
-1.66E-06,1020,0.0400001
-1.66E-06,1000,0.0400001
-1.66E-06,1020,0.0400001
-1.66E-06,1020,0.0400001
-1.66E-06,1040,-0.0399999
-1.66E-06,1020,0.0400001
-1.66E-06,1020,0.0400001
-1.66E-06,1020,0.0400001
-1.66E-06,1020,0.0400001
-1.66E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1000,0.0400001
-1.65E-06,1020,0.0400001
-1.65E-06,1020,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1000,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1000,0.0400001
-1.64E-06,1020,0.0400001
-1.64E-06,1000,0.0400001
-1.63E-06,1000,-0.0399999
-1.63E-06,1000,0.0400001
-1.63E-06,1020,0.0400001
-1.63E-06,1020,0.0400001
-1.63E-06,1020,0.0400001
-1.63E-06,1000,0.0400001
-1.63E-06,1020,0.0400001
-1.63E-06,1000,0.0400001
-1.63E-06,1020,-0.0399999
-1.63E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1040,-0.0399999
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.62E-06,1020,0.0400001
-1.61E-06,1020,0.0400001
-1.61E-06,1020,0.0400001
-1.61E-06,1020,0.0400001
-1.61E-06,1020,0.0400001
-1.61E-06,1020,0.0400001
-1.61E-06,1020,-0.0399999
-1.61E-06,1040,0.0400001
-1.61E-06,1020,0.0400001
-1.61E-06,1040,0.0400001
-1.61E-06,1020,0.0400001
-1.60E-06,1020,0.0400001
-1.60E-06,1000,0.0400001
-1.60E-06,1020,0.0400001
-1.60E-06,1020,0.0400001
-1.60E-06,1020,0.0400001
-1.60E-06,1000,0.0400001
-1.60E-06,1020,0.0400001
-1.60E-06,1000,0.0400001
-1.60E-06,1020,0.0400001
-1.60E-06,1040,0.0400001
-1.59E-06,1060,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1000,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1020,0.0400001
-1.59E-06,1020,0.0400001
-1.58E-06,1020,0.0400001
-1.58E-06,1020,-0.0399999
-1.58E-06,1020,-0.0399999
-1.58E-06,1000,-0.0399999
-1.58E-06,1020,-0.0399999
-1.58E-06,1000,-0.0399999
-1.58E-06,1020,-0.0399999
-1.58E-06,1000,0.0400001
-1.58E-06,1000,0.0400001
-1.58E-06,1000,0.0400001
-1.57E-06,1020,0.0400001
-1.57E-06,1020,0.0400001
-1.57E-06,1040,0.0400001
-1.57E-06,1020,0.0400001
-1.57E-06,1040,0.0400001
-1.57E-06,1020,0.0400001
-1.57E-06,1040,0.0400001
-1.57E-06,1040,0.0400001
-1.57E-06,1040,0.0400001
-1.57E-06,1020,0.0400001
-1.56E-06,1040,0.0400001
-1.56E-06,1020,0.0400001
-1.56E-06,1020,0.0400001
-1.56E-06,1000,0.0400001
-1.56E-06,1020,0.0400001
-1.56E-06,1000,0.0400001
-1.56E-06,1000,0.0400001
-1.56E-06,1000,0.0400001
-1.56E-06,1020,0.0400001
-1.56E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1000,0.0400001
-1.55E-06,1020,0.0400001
-1.55E-06,1020,0.0400001
-1.54E-06,1040,0.0400001
-1.54E-06,1020,0.0400001
-1.54E-06,1040,0.0400001
-1.54E-06,1000,0.0400001
-1.54E-06,1020,0.0400001
-1.54E-06,1000,0.0400001
-1.54E-06,1020,0.0400001
-1.54E-06,1000,0.0400001
-1.54E-06,1020,-0.0399999
-1.54E-06,1000,0.0400001
-1.53E-06,1020,0.0400001
-1.53E-06,1020,0.0400001
-1.53E-06,1020,0.0400001
-1.53E-06,1020,0.0400001
-1.53E-06,1020,0.0400001
-1.53E-06,1000,0.0400001
-1.53E-06,1000,0.0400001
-1.53E-06,1000,0.0400001
-1.53E-06,1000,0.0400001
-1.53E-06,1000,0.0400001
-1.52E-06,1000,0.0400001
-1.52E-06,1000,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.52E-06,1020,0.0400001
-1.51E-06,1020,-0.0399999
-1.51E-06,1020,-0.0399999
-1.51E-06,1020,-0.0399999
-1.51E-06,1000,-0.0399999
-1.51E-06,1020,-0.0399999
-1.51E-06,1020,0.0400001
-1.51E-06,1020,-0.0399999
-1.51E-06,1020,-0.0399999
-1.51E-06,1020,0.0400001
-1.51E-06,1000,0.0400001
-1.50E-06,1020,0.0400001
-1.50E-06,1000,0.0400001
-1.50E-06,1020,0.0400001
-1.50E-06,1000,0.0400001
-1.50E-06,1000,0.0400001
-1.50E-06,1000,0.0400001
-1.50E-06,1020,-0.0399999
-1.50E-06,1020,-0.0399999
-1.50E-06,1020,-0.0399999
-1.50E-06,1000,-0.0399999
-1.49E-06,1020,0.0400001
-1.49E-06,1020,0.0400001
-1.49E-06,1020,0.0400001
-1.49E-06,1020,0.0400001
-1.49E-06,1020,0.0400001
-1.49E-06,1000,0.0400001
-1.49E-06,1020,0.0400001
-1.49E-06,1020,0.0400001
-1.49E-06,1020,-0.0399999
-1.49E-06,1020,0.0400001
-1.48E-06,1020,-0.0399999
-1.48E-06,1000,0.0400001
-1.48E-06,1000,-0.0399999
-1.48E-06,1000,0.0400001
-1.48E-06,1000,0.0400001
-1.48E-06,1000,0.0400001
-1.48E-06,1000,0.0400001
-1.48E-06,1000,0.0400001
-1.48E-06,1020,0.0400001
-1.48E-06,1000,0.0400001
-1.47E-06,1020,0.0400001
-1.47E-06,1000,0.0400001
-1.47E-06,1020,0.0400001
-1.47E-06,1020,0.0400001
-1.47E-06,1020,0.0400001
-1.47E-06,1000,0.0400001
-1.47E-06,1020,0.0400001
-1.47E-06,1000,0.0400001
-1.47E-06,1020,0.0400001
-1.47E-06,1020,-0.0399999
-1.46E-06,1020,0.0400001
-1.46E-06,1020,0.0400001
-1.46E-06,1040,0.0400001
-1.46E-06,1020,0.0400001
-1.46E-06,1020,0.0400001
-1.46E-06,1020,0.0400001
-1.46E-06,1020,0.0400001
-1.46E-06,1040,0.0400001
-1.46E-06,1040,0.0400001
-1.46E-06,1020,0.0400001
-1.45E-06,1040,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1040,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1020,0.0400001
-1.45E-06,1020,0.0400001
-1.44E-06,1020,0.0400001
-1.44E-06,1020,0.0400001
-1.44E-06,1040,-0.0399999
-1.44E-06,1020,0.0400001
-1.44E-06,1020,-0.0399999
-1.44E-06,1020,0.0400001
-1.44E-06,1020,0.0400001
-1.44E-06,1020,0.0400001
-1.44E-06,1020,0.0400001
-1.44E-06,1020,0.0400001
-1.43E-06,1020,0.0400001
-1.43E-06,1000,0.0400001
-1.43E-06,1020,0.0400001
-1.43E-06,1000,0.0400001
-1.43E-06,1000,0.0400001
-1.43E-06,1000,-0.0399999
-1.43E-06,1020,0.0400001
-1.43E-06,1020,-0.0399999
-1.43E-06,1040,0.0400001
-1.43E-06,1020,0.0400001
-1.42E-06,1020,-0.0399999
-1.42E-06,1020,0.0400001
-1.42E-06,1020,-0.0399999
-1.42E-06,1020,0.0400001
-1.42E-06,1040,0.0400001
-1.42E-06,1020,0.0400001
-1.42E-06,1020,0.0400001
-1.42E-06,1000,0.0400001
-1.42E-06,1020,0.0400001
-1.42E-06,1000,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1000,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,0.0400001
-1.41E-06,1020,-0.0399999
-1.40E-06,1020,0.0400001
-1.40E-06,1000,0.0400001
-1.40E-06,1020,0.0400001
-1.40E-06,1020,0.0400001
-1.40E-06,1020,0.0400001
-1.40E-06,1000,0.0400001
-1.40E-06,1020,0.0400001
-1.40E-06,1000,0.0400001
-1.40E-06,1020,0.0400001
-1.40E-06,1000,0.0400001
-1.39E-06,1020,0.0400001
-1.39E-06,1000,0.0400001
-1.39E-06,1020,0.0400001
-1.39E-06,1000,0.0400001
-1.39E-06,1000,0.0400001
-1.39E-06,1020,0.0400001
-1.39E-06,1020,0.0400001
-1.39E-06,1000,0.0400001
-1.39E-06,1020,0.0400001
-1.39E-06,1020,0.0400001
-1.38E-06,1020,0.0400001
-1.38E-06,1020,0.0400001
-1.38E-06,1020,0.0400001
-1.38E-06,1040,0.0400001
-1.38E-06,1040,0.0400001
-1.38E-06,1020,0.0400001
-1.38E-06,1020,0.0400001
-1.38E-06,1000,0.0400001
-1.38E-06,1000,0.0400001
-1.38E-06,1000,0.0400001
-1.37E-06,1000,-0.0399999
-1.37E-06,1020,0.0400001
-1.37E-06,1020,0.0400001
-1.37E-06,1020,0.0400001
-1.37E-06,1020,0.0400001
-1.37E-06,1000,0.0400001
-1.37E-06,1000,0.0400001
-1.37E-06,1020,0.0400001
-1.37E-06,1000,0.0400001
-1.37E-06,1000,0.0400001
-1.36E-06,1020,0.0400001
-1.36E-06,1000,-0.0399999
-1.36E-06,1020,0.0400001
-1.36E-06,1020,0.0400001
-1.36E-06,1020,0.0400001
-1.36E-06,1000,0.0400001
-1.36E-06,1020,0.0400001
-1.36E-06,1000,0.0400001
-1.36E-06,1020,0.0400001
-1.36E-06,1020,0.0400001
-1.35E-06,1020,-0.0399999
-1.35E-06,1020,0.0400001
-1.35E-06,1020,0.0400001
-1.35E-06,1000,0.0400001
-1.35E-06,1000,0.0400001
-1.35E-06,1000,0.0400001
-1.35E-06,1000,0.0400001
-1.35E-06,1000,0.0400001
-1.35E-06,1000,0.0400001
-1.35E-06,1000,0.0400001
-1.34E-06,1020,0.0400001
-1.34E-06,1020,0.0400001
-1.34E-06,1020,0.0400001
-1.34E-06,1020,0.0400001
-1.34E-06,1020,0.0400001
-1.34E-06,1020,0.0400001
-1.34E-06,1020,-0.0399999
-1.34E-06,1020,0.0400001
-1.34E-06,1020,-0.0399999
-1.34E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1000,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.33E-06,1020,0.0400001
-1.32E-06,1020,0.0400001
-1.32E-06,1020,0.0400001
-1.32E-06,1020,-0.0399999
-1.32E-06,1020,-0.0399999
-1.32E-06,1040,-0.0399999
-1.32E-06,1020,0.0400001
-1.32E-06,1040,-0.0399999
-1.32E-06,1020,-0.0399999
-1.32E-06,1040,-0.0399999
-1.32E-06,1040,-0.0399999
-1.31E-06,1040,0.0400001
-1.31E-06,1020,0.0400001
-1.31E-06,1020,0.0400001
-1.31E-06,1000,-0.0399999
-1.31E-06,1000,0.0400001
-1.31E-06,1000,0.0400001
-1.31E-06,1020,-0.0399999
-1.31E-06,1020,0.0400001
-1.31E-06,1020,-0.0399999
-1.31E-06,1020,0.0400001
-1.30E-06,1040,0.0400001
-1.30E-06,1020,0.0400001
-1.30E-06,1040,0.0400001
-1.30E-06,1020,0.0400001
-1.30E-06,1040,0.0400001
-1.30E-06,1020,0.0400001
-1.30E-06,1040,0.0400001
-1.30E-06,1020,0.0400001
-1.30E-06,1040,0.0400001
-1.30E-06,1020,0.0400001
-1.29E-06,1020,-0.0399999
-1.29E-06,1020,0.0400001
-1.29E-06,1040,-0.0399999
-1.29E-06,1020,0.0400001
-1.29E-06,1020,0.0400001
-1.29E-06,1020,0.0400001
-1.29E-06,1040,0.0400001
-1.29E-06,1020,0.0400001
-1.29E-06,1040,0.0400001
-1.29E-06,1040,0.0400001
-1.28E-06,1040,0.0400001
-1.28E-06,1020,0.0400001
-1.28E-06,1040,-0.0399999
-1.28E-06,1040,0.0400001
-1.28E-06,1040,0.0400001
-1.28E-06,1000,0.0400001
-1.28E-06,1020,0.0400001
-1.28E-06,1020,-0.0399999
-1.28E-06,1020,0.0400001
-1.28E-06,1020,0.0400001
-1.27E-06,1020,-0.0399999
-1.27E-06,1020,0.0400001
-1.27E-06,1020,-0.0399999
-1.27E-06,1020,0.0400001
-1.27E-06,1020,0.0400001
-1.27E-06,1020,0.0400001
-1.27E-06,1040,0.0400001
-1.27E-06,1020,0.0400001
-1.27E-06,1020,0.0400001
-1.27E-06,1020,0.0400001
-1.26E-06,1020,-0.0399999
-1.26E-06,1020,0.0400001
-1.26E-06,1020,-0.0399999
-1.26E-06,1020,0.0400001
-1.26E-06,1040,0.0400001
-1.26E-06,1020,0.0400001
-1.26E-06,1040,-0.0399999
-1.26E-06,1020,0.0400001
-1.26E-06,1040,-0.0399999
-1.26E-06,1020,0.0400001
-1.25E-06,1040,0.0400001
-1.25E-06,1020,-0.0399999
-1.25E-06,1040,-0.0399999
-1.25E-06,1020,-0.0399999
-1.25E-06,1020,-0.0399999
-1.25E-06,1020,0.0400001
-1.25E-06,1020,-0.0399999
-1.25E-06,1020,0.0400001
-1.25E-06,1020,0.0400001
-1.25E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,-0.0399999
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.24E-06,1020,0.0400001
-1.23E-06,1020,0.0400001
-1.23E-06,1000,0.0400001
-1.23E-06,1000,0.0400001
-1.23E-06,1000,0.0400001
-1.23E-06,1020,-0.0399999
-1.23E-06,1020,0.0400001
-1.23E-06,1020,-0.0399999
-1.23E-06,1020,0.0400001
-1.23E-06,1020,0.0400001
-1.23E-06,1020,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1000,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1000,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1020,0.0400001
-1.22E-06,1020,0.0400001
-1.21E-06,1020,0.0400001
-1.21E-06,1000,0.0400001
-1.21E-06,1020,0.0400001
-1.21E-06,1000,0.0400001
-1.21E-06,1020,0.0400001
-1.21E-06,1000,0.0400001
-1.21E-06,1020,0.0400001
-1.21E-06,1020,0.0400001
-1.21E-06,1020,0.0400001
-1.21E-06,1020,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1040,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1040,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1020,0.0400001
-1.20E-06,1020,0.0400001
-1.19E-06,1040,0.0400001
-1.19E-06,1020,-0.0399999
-1.19E-06,1020,-0.0399999
-1.19E-06,1020,-0.0399999
-1.19E-06,1020,-0.0399999
-1.19E-06,1000,-0.0399999
-1.19E-06,1020,-0.0399999
-1.19E-06,1020,0.0400001
-1.19E-06,1020,0.0400001
-1.19E-06,1000,0.0400001
-1.18E-06,1020,-0.0399999
-1.18E-06,1000,0.0400001
-1.18E-06,1000,-0.0399999
-1.18E-06,1000,0.0400001
-1.18E-06,1020,0.0400001
-1.18E-06,1020,0.0400001
-1.18E-06,1020,-0.0399999
-1.18E-06,1020,0.0400001
-1.18E-06,1020,0.0400001
-1.18E-06,1020,-0.0399999
-1.17E-06,1020,0.0400001
-1.17E-06,1020,0.0400001
-1.17E-06,1020,0.0400001
-1.17E-06,1020,0.0400001
-1.17E-06,1040,0.0400001
-1.17E-06,1040,0.0400001
-1.17E-06,1020,0.0400001
-1.17E-06,1020,0.0400001
-1.17E-06,1040,-0.0399999
-1.17E-06,1020,-0.0399999
-1.16E-06,1040,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1020,0.0400001
-1.16E-06,1040,0.0400001
-1.16E-06,1020,0.0400001
-1.15E-06,1040,-0.0399999
-1.15E-06,1020,0.0400001
-1.15E-06,1040,0.0400001
-1.15E-06,1020,0.0400001
-1.15E-06,1020,-0.0399999
-1.15E-06,1020,-0.0399999
-1.15E-06,1020,-0.0399999
-1.15E-06,1020,0.0400001
-1.15E-06,1020,-0.0399999
-1.15E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,-0.0399999
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.14E-06,1020,0.0400001
-1.13E-06,1020,-0.0399999
-1.13E-06,1020,0.0400001
-1.13E-06,1040,0.0400001
-1.13E-06,1020,0.0400001
-1.13E-06,1020,0.0400001
-1.13E-06,1020,0.0400001
-1.13E-06,1040,0.0400001
-1.13E-06,1020,0.0400001
-1.13E-06,1020,0.0400001
-1.13E-06,1020,-0.0399999
-1.12E-06,1020,-0.0399999
-1.12E-06,1020,-0.0399999
-1.12E-06,1020,-0.0399999
-1.12E-06,1020,0.0400001
-1.12E-06,1020,0.0400001
-1.12E-06,1020,0.0400001
-1.12E-06,1020,0.0400001
-1.12E-06,1020,0.0400001
-1.12E-06,1020,0.0400001
-1.12E-06,1020,0.0400001
-1.11E-06,1020,0.0400001
-1.11E-06,1020,0.0400001
-1.11E-06,1040,0.0400001
-1.11E-06,1020,0.12
-1.11E-06,1040,0.0400001
-1.11E-06,1020,0.0400001
-1.11E-06,1020,0.0400001
-1.11E-06,1000,0.0400001
-1.11E-06,1020,0.0400001
-1.11E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1000,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.10E-06,1020,0.0400001
-1.09E-06,1020,0.0400001
-1.09E-06,1020,0.0400001
-1.09E-06,1020,0.0400001
-1.09E-06,1020,0.0400001
-1.09E-06,1020,0.0400001
-1.09E-06,1020,0.0400001
-1.09E-06,1020,-0.0399999
-1.09E-06,1020,-0.0399999
-1.09E-06,1040,-0.0399999
-1.09E-06,1020,-0.0399999
-1.08E-06,1020,0.0400001
-1.08E-06,1020,-0.0399999
-1.08E-06,1040,0.0400001
-1.08E-06,1020,-0.0399999
-1.08E-06,1020,-0.0399999
-1.08E-06,1020,0.0400001
-1.08E-06,1040,0.0400001
-1.08E-06,1020,0.0400001
-1.08E-06,1040,-0.0399999
-1.08E-06,1020,0.0400001
-1.07E-06,1020,-0.0399999
-1.07E-06,1020,0.0400001
-1.07E-06,1040,-0.0399999
-1.07E-06,1040,0.0400001
-1.07E-06,1040,0.0400001
-1.07E-06,1040,0.0400001
-1.07E-06,1040,0.0400001
-1.07E-06,1020,0.0400001
-1.07E-06,1020,0.0400001
-1.07E-06,1020,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1040,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1020,0.0400001
-1.06E-06,1040,-0.0399999
-1.06E-06,1020,-0.0399999
-1.05E-06,1040,-0.0399999
-1.05E-06,1020,0.0400001
-1.05E-06,1040,0.0400001
-1.05E-06,1020,-0.0399999
-1.05E-06,1040,0.0400001
-1.05E-06,1020,0.0400001
-1.05E-06,1040,0.0400001
-1.05E-06,1020,0.0400001
-1.05E-06,1040,0.0400001
-1.05E-06,1020,0.0400001
-1.04E-06,1020,0.0400001
-1.04E-06,1020,0.0400001
-1.04E-06,1040,0.0400001
-1.04E-06,1020,-0.0399999
-1.04E-06,1020,-0.0399999
-1.04E-06,1020,0.0400001
-1.04E-06,1040,0.0400001
-1.04E-06,1020,0.0400001
-1.04E-06,1040,0.0400001
-1.04E-06,1020,0.0400001
-1.03E-06,1040,0.0400001
-1.03E-06,1020,0.0400001
-1.03E-06,1040,0.0400001
-1.03E-06,1020,0.0400001
-1.03E-06,1020,0.0400001
-1.03E-06,1020,0.0400001
-1.03E-06,1020,0.0400001
-1.03E-06,1020,0.0400001
-1.03E-06,1040,0.0400001
-1.03E-06,1020,0.0400001
-1.02E-06,1020,0.0400001
-1.02E-06,1020,0.0400001
-1.02E-06,1020,-0.0399999
-1.02E-06,1020,0.0400001
-1.02E-06,1020,-0.0399999
-1.02E-06,1020,0.0400001
-1.02E-06,1020,0.0400001
-1.02E-06,1020,-0.0399999
-1.02E-06,1020,-0.0399999
-1.02E-06,1020,-0.0399999
-1.01E-06,1020,0.0400001
-1.01E-06,1020,0.0400001
-1.01E-06,1040,0.0400001
-1.01E-06,1020,0.0400001
-1.01E-06,1040,0.12
-1.01E-06,1020,0.12
-1.01E-06,1020,0.0400001
-1.01E-06,1020,0.0400001
-1.01E-06,1020,0.0400001
-1.01E-06,1000,0.0400001
-1.00E-06,1020,0.0400001
-1.00E-06,1000,-0.0399999
-1.00E-06,1020,0.0400001
-1.00E-06,1020,-0.0399999
-1.00E-06,1020,0.0400001
-1.00E-06,1020,0.0400001
-9.99E-07,1020,0.0400001
-9.98E-07,1020,0.0400001
-9.97E-07,1020,0.0400001
-9.96E-07,1020,0.0400001
-9.95E-07,1020,0.0400001
-9.94E-07,1020,-0.0399999
-9.93E-07,1020,-0.0399999
-9.92E-07,1020,0.0400001
-9.91E-07,1020,0.0400001
-9.90E-07,1020,0.0400001
-9.89E-07,1020,0.0400001
-9.88E-07,1020,0.0400001
-9.87E-07,1020,0.0400001
-9.86E-07,1020,0.0400001
-9.85E-07,1020,0.0400001
-9.84E-07,1020,0.0400001
-9.83E-07,1020,0.0400001
-9.82E-07,1020,0.0400001
-9.81E-07,1040,0.0400001
-9.80E-07,1020,0.0400001
-9.79E-07,1020,-0.0399999
-9.78E-07,1020,0.0400001
-9.77E-07,1020,0.0400001
-9.76E-07,1000,0.0400001
-9.75E-07,1020,0.0400001
-9.74E-07,1020,-0.0399999
-9.73E-07,1020,0.0400001
-9.72E-07,1000,0.0400001
-9.71E-07,1020,-0.0399999
-9.70E-07,1000,0.0400001
-9.69E-07,1020,0.0400001
-9.68E-07,1000,0.0400001
-9.67E-07,1020,0.0400001
-9.66E-07,1020,0.0400001
-9.65E-07,1040,0.0400001
-9.64E-07,1020,0.0400001
-9.63E-07,1040,0.0400001
-9.62E-07,1020,0.0400001
-9.61E-07,1020,-0.0399999
-9.60E-07,1040,0.0400001
-9.59E-07,1040,-0.0399999
-9.58E-07,1020,0.0400001
-9.57E-07,1020,0.0400001
-9.56E-07,1000,0.0400001
-9.55E-07,1020,-0.0399999
-9.54E-07,1020,0.0400001
-9.53E-07,1020,0.0400001
-9.52E-07,1000,0.0400001
-9.51E-07,1020,0.0400001
-9.50E-07,1000,0.0400001
-9.49E-07,1020,0.0400001
-9.48E-07,1000,0.0400001
-9.47E-07,1020,0.0400001
-9.46E-07,1000,0.0400001
-9.45E-07,1020,0.0400001
-9.44E-07,1000,0.0400001
-9.43E-07,1020,0.0400001
-9.42E-07,1020,0.0400001
-9.41E-07,1040,0.0400001
-9.40E-07,1020,0.0400001
-9.39E-07,1020,-0.0399999
-9.38E-07,1020,0.0400001
-9.37E-07,1020,-0.0399999
-9.36E-07,1020,0.0400001
-9.35E-07,1020,0.0400001
-9.34E-07,1020,0.0400001
-9.33E-07,1020,0.0400001
-9.32E-07,1020,0.0400001
-9.31E-07,1020,0.0400001
-9.30E-07,1000,0.0400001
-9.29E-07,1020,0.0400001
-9.28E-07,1000,0.0400001
-9.27E-07,1020,0.0400001
-9.26E-07,1020,0.0400001
-9.25E-07,1020,0.0400001
-9.24E-07,1000,0.0400001
-9.23E-07,1020,0.0400001
-9.22E-07,1020,0.0400001
